,id,date,dailyVolumeETH,dailyVolumeUSD,totalLiquidityUSD,totalLiquidityInEth
119,18460,2020-07-17 02:00:00,157963.9064497726510224281659451221,36627200.06280198731001079387125411,78303207.87651608344587256618746051,337777.7669607823575629036961688353
120,18459,2020-07-16 02:00:00,95959.70232445905824907206799655757,22297678.974408237161947344942369,73915518.00551315667370119665612931,317653.564394641507467627648998128
121,18458,2020-07-15 02:00:00,103205.4567438267988086324091142375,24522542.11737812316045412715802121,69151180.43476393786521890315470908,291707.7835480100353323741847415926
122,18457,2020-07-14 02:00:00,95627.64879233261901887909816390884,22752133.08697555058659328116581235,65487660.89871151819249474934369144,273732.2145282712301552695834638602
123,18456,2020-07-13 02:00:00,170663.4214234795803470871227112319,41127410.393594307088439049147417,63251278.37868732365700761321537401,266483.1495599067391115510218512418
124,18455,2020-07-12 02:00:00,101957.54326123824692686950934507,24242082.57519387496718893247663951,62899079.78483313189645154250008811,262145.2436687660646583895747222741
125,18454,2020-07-11 02:00:00,71338.22606193397299921320815971954,16975695.65103953642783959730731237,61112860.48241779314795925476845318,257417.8916395589638120446894102252
126,18453,2020-07-10 02:00:00,63991.08409561648073131254246028198,15183316.39765225217936781865837454,57554450.73992879703673722263405899,239824.0644040881070928867536348941
127,18452,2020-07-09 02:00:00,67444.52194710932060955190106813087,16307568.11288973984322648028401117,57987434.12034136574325350062893423,240837.0506467777570053928979957942
128,18451,2020-07-08 02:00:00,55302.73296570254766278711677697632,13377561.58446938391017783506560422,52934211.38952396165493807763647641,215795.5120848953869114282977859462
129,18450,2020-07-07 02:00:00,37218.62865248919207704057143180523,8814589.564116453049033830844257749,48089679.07610271567377562997646073,202809.6225459573338603812673590827
130,18449,2020-07-06 02:00:00,43933.65929031933934999526759039617,10229539.22308357286517851353572265,46994407.21840321709783905114045407,196059.3326742038448153873716609608
131,18448,2020-07-05 02:00:00,34850.46567330114782670148665838004,7830160.503173699329646896609769715,44228644.39023232734932878104964591,196219.6948478816530686224377904194
132,18447,2020-07-04 02:00:00,40403.39974811190826314407083215562,9072502.165199885307936763263533544,43250568.72805395264674060660840533,190550.6116545210005261284630494684
133,18446,2020-07-03 02:00:00,58645.73361980912700735130971632176,13153208.0626500661114683286007902,42319921.57814770418065676619776634,189684.9786168621251653866246664152
134,18445,2020-07-02 02:00:00,66556.33640367487382200388462827162,15048457.35436460015893209999898522,42126488.49152743401402654766342694,187852.0180259653221777806479540861
135,18444,2020-07-01 02:00:00,58505.28359985305918731509056778485,13235159.38011935337909869690280192,44263527.44594519597342091649031659,193460.8876947630817608088399447174
136,18443,2020-06-30 02:00:00,43954.47294625228488341165165773371,9899112.54358922544973586734776073,41228806.62875165232137213442980313,183632.4352411614687847562884465159
137,18442,2020-06-29 02:00:00,46264.98833468695226032088320112489,10362642.17423020486586961389752003,39147419.14885634034860114637379212,172699.6006276377328053698362406622
138,18441,2020-06-28 02:00:00,32489.17873011993150258785960812686,7242226.663779236472656450338460536,36070565.24158173813543398007311118,160772.2018099642000441185745005708
139,18440,2020-06-27 02:00:00,55240.39246576327592053805994054454,12477834.74929568205658342947889148,35007427.46983781567080301019022526,159077.2101699357066086070879345598
140,18439,2020-06-26 02:00:00,51497.43626522714819936665264636914,11842435.59812208958892629427227824,34083242.79628353649702858321582842,148570.8636347662437159415059893154
141,18438,2020-06-25 02:00:00,63884.1047791516947656053796233322,14839110.563221309271304644728159,33024210.79473586603673509218382137,142165.8699275781374647511500186436
142,18437,2020-06-24 02:00:00,43718.81030498987926511384260744563,10414574.9619022444516457429594583,35007735.17577470773822564312539521,150146.8579870013358129118274251157
143,18436,2020-06-23 02:00:00,46483.93168080664999099381852252177,11369317.08081295951164691527179655,39018142.16875800545894209083849789,161338.3484016882092564349213730701
144,18435,2020-06-22 02:00:00,52979.06071599067788938076538850118,12534928.53022864039189309044026679,37744651.88071115191174652388420319,155971.1647470084457558868285768919
145,18434,2020-06-21 02:00:00,51376.20654291901801412540298762644,11744645.26068259076498679400887298,34820980.97955848477532662719573276,153085.992537308182207672529851638
146,18433,2020-06-20 02:00:00,27701.86335198206706744945039215164,6276776.810766834160194532545837436,37512301.62099254524638569285517753,165158.6950799746064188999283941259
147,18432,2020-06-19 02:00:00,137609.4096631391926377051728056161,31332805.1052955108584346462466281,36304247.50749232843797585547489444,159887.426502451231131557546769401
148,18431,2020-06-18 02:00:00,131014.501035037842163577740412354,30157969.40589540972083493236775747,36036436.74851076423828664630662351,156497.9483492439336747572146996223
149,18430,2020-06-17 02:00:00,222233.54930360633346253460077041,51186700.02758505782144574760289977,33770036.75596695936367596474497311,146301.6487762243126905894246288479
150,18429,2020-06-16 02:00:00,13674.79361990532996852785683220579,3165249.121357308232431531325272427,33397529.47693046461585456896859981,142692.092633910738735784701920644
151,18428,2020-06-15 02:00:00,22040.32869538725132264507762510099,4958816.581208096996542499124343877,32648286.88289223278844882611935708,142251.2912922245605670317601983044
152,18427,2020-06-14 02:00:00,5237.446854552343250036867619474061,1224525.983167023999006534025640577,27865413.16679300912498109027415969,121288.0324839126123965638471521177
153,18426,2020-06-13 02:00:00,5991.028649900971688295421665161003,1418871.906819682028085036433513494,28860160.68909876470704661212176381,121236.6188482245548874962713929588
154,18425,2020-06-12 02:00:00,6724.44168232117467393155152611103,1579740.286965294191114062956808165,28335733.5445618982051089267450814,119179.9988260495708078399238010294
155,18424,2020-06-11 02:00:00,20144.86486690759927003779317320383,4839095.476555666445011747654751358,26712141.97547473603976588218294349,116234.9657328183938038135097916806
156,18423,2020-06-10 02:00:00,10143.69293387313710492435227261219,2467230.855036461988308727681239701,27915763.74018904417117853491568911,112693.5594415426779701116330933935
157,18422,2020-06-09 02:00:00,13026.93928796120813804366210678244,3157435.228062021027511336853863307,27582094.86863907518798252299788109,113257.6927335461860968644808019319
158,18421,2020-06-08 02:00:00,6889.443321098546078177315739963067,1668961.870390980863524695283665411,25135723.97898280452851776434123345,102362.1853976062735090789431700382
159,18420,2020-06-07 02:00:00,5468.48659602770121026723041248974,1313947.499944241342392713463370677,26051204.80134943825142063145013911,106864.2842274874023120220952817448
160,18419,2020-06-06 02:00:00,4006.08502188581515380654413164939,962560.2956703705140576841928042209,25378138.37963002515746985473660584,104919.5953396866478606022227851561
161,18418,2020-06-05 02:00:00,3931.968542964587883646887214258301,949848.4938664432925873364446968647,24908974.02666251488545103088415116,103932.3787690505562483557979566427
162,18417,2020-06-04 02:00:00,4575.658261710009074305085226521366,1109304.035337771422988974384476794,24450309.29580494734314759793777182,100737.7132323717600783027913663428
163,18416,2020-06-03 02:00:00,4344.432731138983578354662473652463,1039106.39495485101942637329203056,24442060.56494985675844180979239773,100477.6787271135353180624736157527
164,18415,2020-06-02 02:00:00,7910.691329498091009901419104088439,1900322.269080958058008220660707098,23612283.3374128325869605135251966,99989.5475560977057045300052054829
165,18414,2020-06-01 02:00:00,5503.827077801214271011800891313857,1318285.874495932521309331634074773,23850510.42026095524124588979619873,96184.09712304523492405682293264963
166,18413,2020-05-31 02:00:00,4740.548334706612721239014638863987,1121430.564857197956392252963551924,21925534.29693277790541405783777569,94726.42191115876916232724273559074
167,18412,2020-05-30 02:00:00,5321.776149602894108153974632341172,1244635.995674471460774856164418695,22804649.48538440744597242597345201,93614.98732224547349338048242726972
168,18411,2020-05-29 02:00:00,6767.782238615009442897887365424172,1509136.735707609530976388759181288,17170617.96019677642252677059182023,78050.92351225742260443089294047729
169,18410,2020-05-28 02:00:00,2793.194116733842737452677515054845,590599.9952291688450878540066150006,16489302.58989777360593842309274893,75426.58522131235056654877135996276
170,18409,2020-05-27 02:00:00,1420.701763706970665994526798997153,291084.4230521146559875367886487162,15758985.57723786591441709711111717,76177.02576404993503383661459666414
171,18408,2020-05-26 02:00:00,1704.015936859986321249847062429364,341621.0455902896700361406269865978,15115680.08698123829795186908746421,75556.63132237872863717281286837612
172,18407,2020-05-25 02:00:00,1283.487100277850012018103806419823,259997.6435459063358162348286195723,15143861.19101359651397832442289169,74255.5491393912889652723513436969
173,18406,2020-05-24 02:00:00,2849.536761796660812510233319933598,592574.4187574118252510970579276793,14662086.96740211496533233567886485,72970.16505691527493206221121233125
174,18405,2020-05-23 02:00:00,1434.864573536069025996729520927508,297187.985685403972211136533315452,15019692.80229503240796964534320076,72562.93222364381743633157059174092
175,18404,2020-05-22 02:00:00,1700.43231851591982980466976058506,345799.2098251617882037966692502722,14325076.41669783716387373842739254,69104.30868671824861577632746403738
176,18403,2020-05-21 02:00:00,2427.884499328500089148779194077835,484247.5073567982749741933030150663,10804628.66042090736199884602964983,54273.49971071456368351513229571396
177,18402,2020-05-20 02:00:00,1191.623753308619909303119754781879,250868.9786409112923188348137041577,11029530.02592271861497236468080272,52489.83572216583650859879941401455
178,18401,2020-05-19 02:00:00,180.1697260549419070073137224094182,38046.08279573811780469315816796765,4653179.148398675313960193675396653,21794.33232516459046761092261484141
179,18400,2020-05-18 02:00:00,0,0,1274553.968036319064976753141039091,5987.47100239512282267917416589942
180,18399,2020-05-17 02:00:00,0,0,1140.413904579444321761507300707686,5.579078228391374395557769896605064
181,18398,2020-05-16 02:00:00,0,0,887.7901627703700927445429200041315,4.449025676102634987679590048566458
182,18397,2020-05-15 02:00:00,0,0,757.3190631929862369568789660206656,3.891071608996935154
183,18396,2020-05-14 02:00:00,0,0,314.3108566667041741638726302054363,1.451668709835434226
184,18395,2020-05-13 02:00:00,0,0,231.9551243481523569026624342940402,1.141321666883393337
185,18394,2020-05-12 02:00:00,0,0,14.13387998608355303556432554349372,0.109178364964656712
186,18393,2020-05-11 02:00:00,0,0,18.75575726469834827925495451505825,0.08877624195043786799999999999999999
187,18390,2020-05-08 02:00:00,0,0,18.81567240547130278983503413202888,0.08871273859619242700000000000000001
188,18389,2020-05-07 02:00:00,0,0,3.205904320817102476152628363677479,0.015921362843772577
189,18388,2020-05-06 02:00:00,0,0,3.205901078245611864832838471153563,0.015921362843758435
190,18387,2020-05-05 02:00:00,0,0,0.9889999999999999999999999999999999,0.004908523513507407
