,id,date,token0,token1,dailyVolumeToken0,dailyVolumeToken1,dailyVolumeUSD,reserve0,reserve1,reserveUSD
0,0x4d5ef58aac27d99935e5b6b4a6778ff292059991-18579,2020-11-13 01:00:00,DPI,WETH,35853.358557503880005541,6880.470648210029547253,3208068.653811711585977422232656208,192284.626055621477149959,37512.286883034365476941,35334375.0496114503065010382428862
1,0x4d5ef58aac27d99935e5b6b4a6778ff292059991-18578,2020-11-12 01:00:00,DPI,WETH,42520.690083324147358846,7775.959500329588246908,3560975.063979638244780427095024742,195805.409716135600405859,34547.463504624979162799,31917853.92402732322010831801368923
2,0x4d5ef58aac27d99935e5b6b4a6778ff292059991-18577,2020-11-11 01:00:00,DPI,WETH,28518.882569688400565108,5461.07272725821142567,2527774.400941995278351205130828305,179780.633844619817496546,32661.462920829537818676,30301199.0188632757807696104571044
3,0x4d5ef58aac27d99935e5b6b4a6778ff292059991-18576,2020-11-10 01:00:00,DPI,WETH,30308.946237317820056076,5897.581498523048794544,2639311.429216129762638094070643721,164763.033487359026306055,33591.225480049673356764,30262632.18339520124096484663052876
4,0x4d5ef58aac27d99935e5b6b4a6778ff292059991-18575,2020-11-09 01:00:00,DPI,WETH,25374.668642265004049992,4546.251215939363914577,2038919.298996685939792160853184757,173249.710567812745362999,31120.308416846546262076,27579797.37445112560359609784911928
5,0x4d5ef58aac27d99935e5b6b4a6778ff292059991-18574,2020-11-08 01:00:00,DPI,WETH,17861.267503482462268051,3156.545670170550413197,1415153.472499802648561169921594923,173580.272976494108169471,31254.768193158431710977,28422324.23099996760678749766898347
6,0x4d5ef58aac27d99935e5b6b4a6778ff292059991-18573,2020-11-07 01:00:00,DPI,WETH,35504.361058172616080423,6027.61715882956343923,2735903.216108581246410087311794606,176418.249981723381488883,29701.186644937420678646,25938042.48976853420187744742502736
7,0x4d5ef58aac27d99935e5b6b4a6778ff292059991-18572,2020-11-06 01:00:00,DPI,WETH,21733.550582439147240082,3377.321689052122368015,1480759.317974623018578970711296884,181497.102332814840832646,28779.309721621245980117,26187799.84635737278966685403532423
8,0x4d5ef58aac27d99935e5b6b4a6778ff292059991-18571,2020-11-05 01:00:00,DPI,WETH,18207.997975137761123395,2662.33876870861858203,1085477.204731491422517223263421625,189461.358601987036068425,28456.753305458727529192,23601704.7384860216979910220924431
9,0x4d5ef58aac27d99935e5b6b4a6778ff292059991-18570,2020-11-04 01:00:00,DPI,WETH,19108.368631210809678259,2863.322754500497235546,1129189.07088797495977027590448533,192600.547275699145131461,28388.936871170322462683,22750505.0240061091772552104405959
10,0x4d5ef58aac27d99935e5b6b4a6778ff292059991-18569,2020-11-03 01:00:00,DPI,WETH,14599.160659910977056237,2276.609791453359574675,864021.8144141827072530903030036257,184273.908977858557449631,28803.210947095371231248,22304613.95353146168917564907618528
11,0x4d5ef58aac27d99935e5b6b4a6778ff292059991-18568,2020-11-02 01:00:00,DPI,WETH,10741.728906421406145603,1814.611225978032215304,699967.6474252385134014022388834771,184864.661935501340978524,30199.565724285839197692,23119487.64764975218438163013652009
12,0x4d5ef58aac27d99935e5b6b4a6778ff292059991-18567,2020-11-01 01:00:00,DPI,WETH,7713.876280658790982141,1275.434169518370082378,495164.9055938555583833679030113855,181755.644392806216986427,30234.869184899534640393,23836587.81350170317500195160634393
13,0x4d5ef58aac27d99935e5b6b4a6778ff292059991-18566,2020-10-31 01:00:00,DPI,WETH,4290.534490986935136805,731.305797880903287811,281458.0672655584281285256296272818,180413.752413585945967539,30394.749033602698627278,23459900.00080112773552027425118792
14,0x4d5ef58aac27d99935e5b6b4a6778ff292059991-18565,2020-10-30 01:00:00,DPI,WETH,26509.73421045987152785,4539.262452541442955548,1737211.951758312911325985431436578,177508.808285495247107843,30661.495303468066497469,23518320.04285318186352065352850569
