,id,date,token0,token1,dailyVolumeToken0,dailyVolumeToken1,dailyVolumeUSD,reserve0,reserve1, reserveUSD ,
20,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18559,2020/10/24 2:00,WETH,USDT,38308.17215,15781457.55,15755491.5,605145.8133,249116865.5,496933879.7,
21,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18558,2020/10/23 2:00,WETH,USDT,76655.14353,31473309.02,31432638.89,610397.2014,249534829,497986932.2,
22,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18557,2020/10/22 2:00,WETH,USDT,114212.8405,46486374.4,46394858.47,610213.9785,252672128.6,504740641.2,
23,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18556,2020/10/21 2:00,WETH,USDT,133253.7295,51722585.53,51610863.86,687990.109,269632360.7,538731846,
24,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18555,2020/10/20 2:00,WETH,USDT,62973.0785,23450767.71,23415605.86,720809.4402,265299331.6,530235623.2,
25,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18554,2020/10/19 2:00,WETH,USDT,54484.07752,20606778.03,20557797.42,701252.4011,265765515.6,530445320.2,
26,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18553,2020/10/18 2:00,WETH,USDT,53052.65926,19836500.02,19772846.7,694939.4208,262087088.7,523037018.3,
27,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18552,2020/10/17 2:00,WETH,USDT,34180.15026,12548630.47,12520613.5,698532.1469,256685244.1,512198886.2,
28,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18551,2020/10/16 2:00,WETH,USDT,87529.7056,32227002.51,32196202.19,702336.6968,256697766.6,512801918.4,
29,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18550,2020/10/15 2:00,WETH,USDT,70043.99445,26344807.83,26298476.57,705926.5768,266943540.7,532634647.2,
30,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18549,2020/10/14 2:00,WETH,USDT,68368.8324,25979830.93,25931250.73,731822.2953,276556187.8,552085960.4,
31,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18548,2020/10/13 2:00,WETH,USDT,78303.9881,29895123.27,29836687.12,727084.0392,277573852.9,553607295.5,
32,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18547,2020/10/12 2:00,WETH,USDT,102239.2214,38837835.46,38758256.17,729913.4348,282603685.9,564375449.8,
33,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18546,2020/10/11 2:00,WETH,USDT,60006.50394,22401047.21,22345990.27,761548.4831,284413192.7,567644293.3,
34,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18545,2020/10/10 2:00,WETH,USDT,94442.38124,35268568.46,35185366.59,665527.0605,247135151.5,493149617.9,
35,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18544,2020/10/9 2:00,WETH,USDT,92892.45636,33179210.38,33082577.93,645759.9429,235807350.7,470603916.6,
36,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18543,2020/10/8 2:00,WETH,USDT,149168.9886,51264397.69,51172323.69,654471.4311,229665114,458262338.7,
37,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18542,2020/10/7 2:00,WETH,USDT,149024.1714,50484812.93,50346433.77,656359.0383,224716050.7,447110646.4,
38,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18541,2020/10/6 2:00,WETH,USDT,142603.7058,49344323.93,49214300.26,665788.5055,225996283,450436379.6,
39,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18540,2020/10/5 2:00,WETH,USDT,82205.1075,28969947.32,28870887.55,662091.9076,233554155.6,465974937.3,
40,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18539,2020/10/4 2:00,WETH,USDT,101341.4183,35262461.77,35171693.22,628911.1331,221382351.7,441547267.7,
41,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18538,2020/10/3 2:00,WETH,USDT,86749.42921,30135486.06,30054809.35,633658.6413,219949656.9,439097737.4,
42,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18537,2020/10/2 2:00,WETH,USDT,197548.2077,67909706.07,67725381.14,670933.3533,231708887.6,461995991.7,
43,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18536,2020/10/1 2:00,WETH,USDT,163296.2756,58232298.93,58063308.7,677066.2785,238528886.4,475311399.6,
44,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18535,2020/9/30 2:00,WETH,USDT,96787.60764,34458452.78,34358688.94,662698.1331,238432356,475439395.8,
45,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18534,2020/9/29 2:00,WETH,USDT,122566.952,43456671.9,43316664.34,628623.8137,226392566.2,450282141.2,
46,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18533,2020/9/28 2:00,WETH,USDT,111126.3479,40075648.83,39941964.19,629750.335,223343360.2,444702549.7,
47,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18532,2020/9/27 2:00,WETH,USDT,101006.9081,35890423.84,35771533.4,556780.9191,198261290,395219179.1,
48,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18531,2020/9/26 2:00,WETH,USDT,116939.0025,41254648.14,41103469.79,558201.9325,198208538.1,394228040.4,
49,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18530,2020/9/25 2:00,WETH,USDT,120619.9451,41895871.47,41779803.82,573926.3574,202460958.5,403442008.4,
50,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18529,2020/9/24 2:00,WETH,USDT,156186.7662,52489880.37,52252591.55,574510.6799,201118955.7,401106890.3,
51,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18528,2020/9/23 2:00,WETH,USDT,192574.6376,64218374.06,64047618.94,595522.7601,190131186.1,379811600.1,
52,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18527,2020/9/22 2:00,WETH,USDT,189060.4618,64650361.37,64411350.01,562672.7018,193546942.2,385410495.8,
53,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18526,2020/9/21 2:00,WETH,USDT,310312.8979,108828353.5,108585609.6,562441.7285,192104194.4,383686271.9,
54,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18525,2020/9/20 2:00,WETH,USDT,156789.0156,58815100.69,58615880.64,582761.3027,215568212.7,430065005.4,
55,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18524,2020/9/19 2:00,WETH,USDT,177162.1491,67841189.75,67565502.34,556743.7634,214283558.9,426454718.6,
56,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18523,2020/9/18 2:00,WETH,USDT,238361.9229,91419824.37,90787613.6,482214.8729,184639424.9,366888010.3,
57,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18522,2020/9/17 2:00,WETH,USDT,217408.6212,83315254.65,82978514.2,304643.3708,118488219.3,236019719.7,
58,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18521,2020/9/16 2:00,WETH,USDT,144823.1053,52516905.86,52425423.74,218205.355,79972432.56,159634338.9,
59,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18520,2020/9/15 2:00,WETH,USDT,150898.3128,56059203.15,55839182.83,212485.3261,76968111.45,153518857.5,
60,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18519,2020/9/14 2:00,WETH,USDT,172459.613,63888426.75,63499925.22,215527.0602,81293443.74,161354687.8,
61,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18518,2020/9/13 2:00,WETH,USDT,168068.0317,62230908.41,61982942.56,230935.8308,84584902.27,168410293.6,
62,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18517,2020/9/12 2:00,WETH,USDT,84405.64555,31611026.79,31348237.74,69287.2634,26735685.85,53195202.52,
63,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18516,2020/9/11 2:00,WETH,USDT,100748.9466,36781270.21,36386185.7,109425.913,40974806.31,81165842.04,
64,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18515,2020/9/10 2:00,WETH,USDT,153549.9887,56609245.48,55872127.2,161762.4282,59323654.03,117219052.4,
65,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18514,2020/9/9 2:00,WETH,USDT,199567.9227,69148760.15,68666580.69,35956.83511,12679808.07,25140173.06,
66,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18513,2020/9/8 2:00,WETH,USDT,251819.9178,85676340.85,85054006.25,360094.7025,120700462.8,239716882.3,
67,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18512,2020/9/7 2:00,WETH,USDT,290869.3925,99657311.62,99073349.97,355363.9497,125786463.8,249172239.3,
68,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18511,2020/9/6 2:00,WETH,USDT,371472.8239,127160133.7,126553708.1,346637.8732,122839584.8,244396160.3,
69,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18510,2020/9/5 2:00,WETH,USDT,461901.4117,162943283.8,162322690.4,301033.9644,100325988.2,199789685.7,
70,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18509,2020/9/4 2:00,WETH,USDT,256216.3843,99120910.89,98686155.88,379692.4727,147086392.9,292584857.5,
71,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18508,2020/9/3 2:00,WETH,USDT,291681.1693,121527172.3,121374643,352953.6823,134671941.8,268885706.3,
72,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18507,2020/9/2 2:00,WETH,USDT,229079.5731,104112435.1,103735559.8,286508.6934,126756492.9,253382008.6,
73,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18506,2020/9/1 2:00,WETH,USDT,244471.4329,113901962.7,113292337,258367.7771,124713744.6,247378470.9,
74,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18505,2020/8/31 2:00,WETH,USDT,139412.7615,60103410.59,59831734.92,183132.5479,80076239.53,159412850,
75,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18504,2020/8/30 2:00,WETH,USDT,181092.0151,74631868.35,74193514.93,131479.2627,56123716.54,111770037.6,
76,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18503,2020/8/29 2:00,WETH,USDT,80850.59787,32386469.04,32204912.74,67574.5473,26966501.62,53797041.37,
77,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18502,2020/8/28 2:00,WETH,USDT,58016.89454,22784582.56,22703299.22,54098.0963,21466741.01,42657112.62,
78,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18501,2020/8/27 2:00,WETH,USDT,41361.92993,15793665.59,15750779.53,31164.10106,11843675.08,23664475.99,
79,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18500,2020/8/26 2:00,WETH,USDT,47404.57205,18278385.03,18219505.61,29172.71453,11270730.59,22426961.19,
80,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18499,2020/8/25 2:00,WETH,USDT,48845.43674,18892710.37,18844979.76,30477.84566,11676539.42,23281981.95,
81,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18498,2020/8/24 2:00,WETH,USDT,41655.24704,16676358.59,16625987.17,27887.90945,11392586,22704331.03,
82,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18497,2020/8/23 2:00,WETH,USDT,30786.86093,12015129.16,11999358.15,20842.29192,8144540.6,16279140.36,
83,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18496,2020/8/22 2:00,WETH,USDT,35264.58376,13712263.36,13698958.42,19847.25845,7839128.434,15714823.03,
84,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18495,2020/8/21 2:00,WETH,USDT,42322.5237,17103946.39,17093210.57,15290.33697,5864857.421,11755150.34,
85,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18494,2020/8/20 2:00,WETH,USDT,31370.4046,12887444.91,12865432.22,13765.28816,5708387.461,11418262.52,
86,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18493,2020/8/19 2:00,WETH,USDT,31486.66353,12893852.55,12874475.05,12861.02191,5226885.918,10422561.14,
87,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18492,2020/8/18 2:00,WETH,USDT,31930.31566,13613781.11,13610047.03,11275.45692,4772316.76,9503522.789,
88,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18491,2020/8/17 2:00,WETH,USDT,22110.01884,9510300.339,9494872.15,13201.24777,5707519.257,11343091.29,
89,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18490,2020/8/16 2:00,WETH,USDT,17731.84951,7575858.325,7554180.915,11503.11931,4970286.953,9926945.655,
90,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18489,2020/8/15 2:00,WETH,USDT,15918.40476,6953538.276,6929457.773,10869.01253,4690994.498,9360181.957,
91,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18488,2020/8/14 2:00,WETH,USDT,26656.06385,11422124.82,11409412.21,9476.495669,4137710.879,8253687.941,
92,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18487,2020/8/13 2:00,WETH,USDT,29745.71144,11768320.23,11693839.5,16948.50963,7212033.779,14359679.35,
93,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18486,2020/8/12 2:00,WETH,USDT,34839.41307,13264673.38,13200461.56,9389.230791,3642282.058,7221613.955,
94,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18485,2020/8/11 2:00,WETH,USDT,31126.97488,12020533.39,11982876.05,26878.06435,10238546.26,20339617.94,
95,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18484,2020/8/10 2:00,WETH,USDT,111178.0791,47914749.9,45817658.29,25700.53793,10129226.99,20235476.57,
96,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18483,2020/8/9 2:00,WETH,USDT,31219.6887,12208447.21,12171458.01,25534.43333,9996781.426,19868188.39,
97,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18482,2020/8/8 2:00,WETH,USDT,28904.32316,11140861.66,11110735.58,24794.6027,9787892.329,19484065.38,
98,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18481,2020/8/7 2:00,WETH,USDT,35592.67627,13739357.06,13633684.59,19556.91562,7387229.615,14742819.96,
99,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18480,2020/8/6 2:00,WETH,USDT,10244.66366,4059773.288,4045138.445,8756.399863,3461957.587,6876057.235,
100,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18479,2020/8/5 2:00,WETH,USDT,8415.220779,3318692.383,3305853.302,6631.549084,2644028.643,5283641.514,
101,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18478,2020/8/4 2:00,WETH,USDT,6498.118044,2535801.739,2524042.308,4327.901268,1684725.09,3359880.495,
