,id,date,token0,token1,dailyVolumeToken0,dailyVolumeToken1,dailyVolumeUSD,reserve0,reserve1, reserveUSD ,
102,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18477,2020/8/3 2:00,WETH,USDT,4411.058973,1708978.146,1699589.234,2447.829833,943236.0154,1882278.52,
103,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18476,2020/8/2 2:00,WETH,USDT,4924.141896,1851038.943,1842770.551,2773.07891,1032590.14,2042151.905,
104,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18475,2020/8/1 2:00,WETH,USDT,3675.598391,1333123.725,1323910.565,2439.602116,943133.0179,1870295.139,
105,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18474,2020/7/31 2:00,WETH,USDT,4120.050245,1403139.09,1390230.374,2302.779547,800687.0117,1583980.06,
106,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18473,2020/7/30 2:00,WETH,USDT,3728.945722,1199691.181,1183630.379,2177.091512,729821.9398,1441833.36,
107,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18472,2020/7/29 2:00,WETH,USDT,3462.161904,1109670.43,1096404.495,1635.778663,522027.8178,1027726.685,
108,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18471,2020/7/28 2:00,WETH,USDT,2208.007527,702802.4579,696178.5561,1267.925431,400751.9384,798856.5418,
109,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18470,2020/7/27 2:00,WETH,USDT,3550.647405,1150339.617,1143628.23,1374.073225,442185.7582,877025.6254,
110,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18469,2020/7/26 2:00,WETH,USDT,2376.840343,732192.8967,729274.3312,1045.953354,325898.2736,649397.0686,
111,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18468,2020/7/25 2:00,WETH,USDT,2628.396815,756770.5256,753548.4196,842.8019314,257418.6455,513025.475,
112,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18467,2020/7/24 2:00,WETH,USDT,2739.490953,757767.5254,750170.5983,1192.925538,331505.7995,659488.1434,
113,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18466,2020/7/23 2:00,WETH,USDT,2247.120505,602325.5099,589043.8901,1196.304471,330125.1103,654474.8059,
114,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18465,2020/7/22 2:00,WETH,USDT,1895.702931,468823.6388,257834.016,932.4247938,246367.4699,488336.1183,
115,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18464,2020/7/21 2:00,WETH,USDT,1093.756518,265315.704,0,699.954312,171195.3977,341725.3264,
116,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18463,2020/7/20 2:00,WETH,USDT,1114.11064,264791.559,0,664.9411003,156776.6353,313233.2735,
117,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18462,2020/7/19 2:00,WETH,USDT,1202.14789,281891.01,0,605.356221,145595.174,289409.1589,
118,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18461,2020/7/18 2:00,WETH,USDT,932.3558053,218314.5714,0,792.4072896,187722.6927,371191.7107,
119,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18460,2020/7/17 2:00,WETH,USDT,985.1453267,229599.5409,0,630.4964358,145265.2025,292453.1807,
120,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18459,2020/7/16 2:00,WETH,USDT,571.3897791,133616.2297,0,626.0171237,145909.211,291338.6479,
121,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18458,2020/7/15 2:00,WETH,USDT,629.2345666,150552.017,0,619.7280676,148590.6773,293820.9389,
122,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18457,2020/7/14 2:00,WETH,USDT,472.7951758,113632.7357,0,611.656566,147326.5242,292637.9478,
123,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18456,2020/7/13 2:00,WETH,USDT,792.5448851,195819.4466,0,360.6807046,86828.92823,171316.1986,
124,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18455,2020/7/12 2:00,WETH,USDT,297.1391979,71192.76041,0,324.5555224,78093.00486,155747.5803,
125,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18454,2020/7/11 2:00,WETH,USDT,220.7260329,52985.29927,0,338.75007,81250.00034,160843.4102,
126,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18453,2020/7/10 2:00,WETH,USDT,232.9073205,55801.63105,0,292.391217,71012.70813,140086.9993,
127,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18452,2020/7/9 2:00,WETH,USDT,292.5253101,71312.02882,0,323.4615438,78800.66438,155700.2973,
128,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18451,2020/7/8 2:00,WETH,USDT,315.8427587,76869.13521,0,326.4909215,80743.47859,160177.2069,
129,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18450,2020/7/7 2:00,WETH,USDT,222.4076436,53028.67651,0,350.0091103,83488.36508,166542.1745,
130,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18449,2020/7/6 2:00,WETH,USDT,256.1412658,60326.19968,0,332.8667442,80392.86148,159646.5366,
131,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18448,2020/7/5 2:00,WETH,USDT,250.761421,57557.66106,0,340.6886187,76977.74202,153584.8226,
132,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18447,2020/7/4 2:00,WETH,USDT,235.8307473,53500.90592,0,252.2488731,58265.45125,114546.1892,
133,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18446,2020/7/3 2:00,WETH,USDT,220.2100919,50019.29887,0,214.5505568,48638.20899,95715.81974,
134,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18445,2020/7/2 2:00,WETH,USDT,236.1356594,53925.65608,0,202.7983249,46164.16236,91184.75898,
135,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18444,2020/7/1 2:00,WETH,USDT,180.2633238,41257.59516,0,197.6928991,45726.73861,90538.82458,
136,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18443,2020/6/30 2:00,WETH,USDT,124.4192151,28146.12133,0,218.3065051,49133.47839,98109.77693,
137,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18442,2020/6/29 2:00,WETH,USDT,100.589191,22603.89185,0,240.5505623,55011.63255,109085.9232,
138,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18441,2020/6/28 2:00,WETH,USDT,82.23060732,18317.67508,0,234.7070626,52395.35359,105385.5853,
139,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18440,2020/6/27 2:00,WETH,USDT,75.04459286,16941.41069,0,112.8446658,25254.92591,49670.75571,
140,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18439,2020/6/26 2:00,WETH,USDT,66.23318723,15284.76924,0,110.0642267,25228.55257,50499.07727,
141,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18438,2020/6/25 2:00,WETH,USDT,69.2283322,16120.16382,0,89.4141905,20806.97033,41541.28541,
142,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18437,2020/6/24 2:00,WETH,USDT,154.1567277,37751.0504,0,101.0452684,23822.68558,47187.526,
143,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18436,2020/6/23 2:00,WETH,USDT,55.39058983,13393.04936,0,99.60854115,24056.16468,48208.95084,
144,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18435,2020/6/22 2:00,WETH,USDT,221.261586,79466.05606,0,99.21950154,23911.1292,47998.83505,
145,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18434,2020/6/21 2:00,WETH,USDT,58.31920021,13489.31189,0,61.87738942,14072.02855,28152.56832,
146,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18433,2020/6/20 2:00,WETH,USDT,49.63352101,11337.56495,0,58.47430479,13316.6175,26556.84165,
147,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18432,2020/6/19 2:00,WETH,USDT,44.80862228,10248.64627,0,58.01193116,13388.70322,26376.39727,
148,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18431,2020/6/18 2:00,WETH,USDT,30.75768614,7093.045207,0,55.61644973,12912.10165,25614.59685,
149,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18430,2020/6/17 2:00,WETH,USDT,4.697857976,1090.317103,0,14.64321712,3351.780939,6761.575328,
150,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18429,2020/6/16 2:00,WETH,USDT,7.392861802,1749.236504,0,16.3878324,3849.111077,7670.410026,
151,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18428,2020/6/15 2:00,WETH,USDT,6.140489541,1406.201325,0,23.73112686,5468.142394,10872.72252,
152,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18427,2020/6/14 2:00,WETH,USDT,2.869381484,682.539068,0,22.38550132,5187.446588,10296.63317,
153,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18426,2020/6/13 2:00,WETH,USDT,2.987675124,709.970064,0,20.7096695,4878.20836,9859.902713,
154,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18425,2020/6/12 2:00,WETH,USDT,2.260608839,530.184475,0,22.66174144,5364.835116,10698.08451,
155,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18424,2020/6/11 2:00,WETH,USDT,6.938128819,1679.166775,0,22.90201771,5306.973483,10589.13761,
156,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18423,2020/6/10 2:00,WETH,USDT,1.897823714,464.061881,0,23.15264991,5702.634904,11419.63141,
157,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18422,2020/6/9 2:00,WETH,USDT,5.691626295,1371.874853,0,53.33732425,13069.76384,26079.32003,
158,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18421,2020/6/8 2:00,WETH,USDT,6.446690711,1576.548872,0,53.3451424,13063.71701,25846.30079,
159,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18420,2020/6/7 2:00,WETH,USDT,6.912764765,1685.395291,0,61.56656493,15015.04481,29955.74946,
160,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18419,2020/6/6 2:00,WETH,USDT,6.203858567,1495.771354,0,61.7015021,14977.18742,29882.28921,
161,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18418,2020/6/5 2:00,WETH,USDT,22.19007899,5438.40348,0,60.77364233,14829.77637,29131.11114,
162,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18417,2020/6/4 2:00,WETH,USDT,5.399197246,1312.276547,0,57.52293198,14134.09932,27945.80476,
163,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18416,2020/6/3 2:00,WETH,USDT,5.630908967,1341.348716,0,57.54850446,13930.24035,27729.9097,
164,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18415,2020/6/2 2:00,WETH,USDT,12.27455899,3066.72003,0,57.66008825,13475.62306,27419.32473,
165,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18414,2020/6/1 2:00,WETH,USDT,1.100677286,261.808953,0,16.27336232,3981.880366,7923.483925,
166,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18413,2020/5/31 2:00,WETH,USDT,4.002069586,949.991502,0,16.57392554,3908.889501,7817.093234,
167,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18412,2020/5/30 2:00,WETH,USDT,2.20079727,512.693192,0,17.17227152,4166.78814,8288.018665,
168,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18411,2020/5/29 2:00,WETH,USDT,1.384704676,306.550056,0,20.21475364,4427.155762,8894.428316,
169,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18410,2020/5/28 2:00,WETH,USDT,0.916000997,192.466779,0,13.63601787,2956.576061,5968.421458,
170,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18409,2020/5/27 2:00,WETH,USDT,0.783339072,161.313863,0,13.99802598,2879.545744,5756.268199,
171,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18408,2020/5/26 2:00,WETH,USDT,1.957478081,394.974586,0,14.15300061,2847.538031,5662.349766,
172,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18407,2020/5/25 2:00,WETH,USDT,0.587593966,119.895736,0,14.09406101,2858.263039,5741.832014,
173,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18406,2020/5/24 2:00,WETH,USDT,1.399458161,291.940638,0,14.15068587,2887.594994,5840.433708,
174,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18405,2020/5/23 2:00,WETH,USDT,0.623884173,129.714879,0,13.10823187,2766.939934,5426.389625,
175,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18404,2020/5/22 2:00,WETH,USDT,2.054071269,431.17373,0,11.19766843,2334.581454,4659.426857,
176,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18403,2020/5/21 2:00,WETH,USDT,0.330975908,66.734767,0,5.912426008,1196.15932,2366.978351,
177,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18402,2020/5/20 2:00,WETH,USDT,0.021165278,4.467015,0,5.790223233,1221.205457,2425.243118,
178,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852-18401,2020/5/19 2:00,WETH,USDT,0.002918879,0.621717,0,3.415675485,725.622216,1447.421709,
,id,date,token0,token1,dailyVolumeToken0,dailyVolumeToken1,dailyVolumeUSD,reserve0,reserve1,reserveUSD,
0,0x32ce7e48debdccbfe0cd037cc89526e4382cb81b-18579,2020/11/13 1:00,CORE,WETH,232.5597953,2002.772213,933047.5533,3713.576636,31746.38487," 29,902,728.31 ",
1,0x32ce7e48debdccbfe0cd037cc89526e4382cb81b-18578,2020/11/12 1:00,CORE,WETH,544.8722885,4642.035229,2126811.476,3708.86233,31771.35626,29356792.13,
2,0x32ce7e48debdccbfe0cd037cc89526e4382cb81b-18577,2020/11/11 1:00,CORE,WETH,980.2234662,8533.223654,3955332.734,3669.958966,32078.64003,29756763.37,
3,0x32ce7e48debdccbfe0cd037cc89526e4382cb81b-18576,2020/11/10 1:00,CORE,WETH,357.6359256,2828.410184,1267710.587,3812.345355,30852.62758,27784686.27,
4,0x32ce7e48debdccbfe0cd037cc89526e4382cb81b-18575,2020/11/9 1:00,CORE,WETH,252.8706558,2034.751255,907852.8873,3832.978495,30672.093,27195851.79,
5,0x32ce7e48debdccbfe0cd037cc89526e4382cb81b-18574,2020/11/8 1:00,CORE,WETH,211.4816424,1728.758777,773476.147,3780.905,31087.90299,28270399.48,
6,0x32ce7e48debdccbfe0cd037cc89526e4382cb81b-18573,2020/11/7 1:00,CORE,WETH,1420.429749,11699.40853,5275082.622,3794.049038,30972.38708,26989271.39,
7,0x32ce7e48debdccbfe0cd037cc89526e4382cb81b-18572,2020/11/6 1:00,CORE,WETH,375.5844359,2902.895704,1271370.431,3899.792215,30095.82838,27440364.54,
8,0x32ce7e48debdccbfe0cd037cc89526e4382cb81b-18571,2020/11/5 1:00,CORE,WETH,483.6539947,3672.108778,1498987.908,3845.236648,30510.76435,25306144.6,
9,0x32ce7e48debdccbfe0cd037cc89526e4382cb81b-18570,2020/11/4 1:00,CORE,WETH,1021.383967,7884.479993,3045792.526,3941.434756,29754.89934,23844440.23,
10,0x32ce7e48debdccbfe0cd037cc89526e4382cb81b-18569,2020/11/3 1:00,CORE,WETH,1009.107986,8587.0758,3245232.015,3715.725576,31531.00019,24413452.51,
11,0x32ce7e48debdccbfe0cd037cc89526e4382cb81b-18568,2020/11/2 1:00,CORE,WETH,634.3945657,5681.149767,2220861.328,3623.616277,32298.88431,24710616.07,
12,0x32ce7e48debdccbfe0cd037cc89526e4382cb81b-18567,2020/11/1 1:00,CORE,WETH,1492.24008,13234.28559,5166035.971,3551.310402,32902.06399,25949501.33,
13,0x32ce7e48debdccbfe0cd037cc89526e4382cb81b-18566,2020/10/31 1:00,CORE,WETH,2397.924146,24195.42588,9306246.663,3655.910513,31914.56784,24631457.88,
14,0x32ce7e48debdccbfe0cd037cc89526e4382cb81b-18565,2020/10/30 1:00,CORE,WETH,3537.197424,33428.54425,12785072.47,3212.552947,36229.71677,27760630.44,
15,0x32ce7e48debdccbfe0cd037cc89526e4382cb81b-18564,2020/10/29 1:00,CORE,WETH,2008.987097,18980.23732,7381381.771,3503.148664,33111.05569,25506166.83,
16,0x32ce7e48debdccbfe0cd037cc89526e4382cb81b-18563,2020/10/28 1:00,CORE,WETH,2122.546735,20368.32321,7899591.239,3452.74892,33520.17363,25977248.26,
17,0x32ce7e48debdccbfe0cd037cc89526e4382cb81b-18562,2020/10/27 1:00,CORE,WETH,784.7358492,8424.752697,3355021.534,3335.389039,34632.96736,27935728.81,
18,0x32ce7e48debdccbfe0cd037cc89526e4382cb81b-18561,2020/10/26 1:00,CORE,WETH,1425.563479,14996.4754,6006526.157,3310.897358,34856.55371,27404830.75,
19,0x32ce7e48debdccbfe0cd037cc89526e4382cb81b-18560,2020/10/25 2:00,CORE,WETH,2334.463419,27572.71482,11289160.15,3242.67282,35528.33546,28807480.54,
20,0x32ce7e48debdccbfe0cd037cc89526e4382cb81b-18559,2020/10/24 2:00,CORE,WETH,1178.696267,15988.91079,6570224.576,2976.072571,38570.89528,31673674.58,
21,0x32ce7e48debdccbfe0cd037cc89526e4382cb81b-18558,2020/10/23 2:00,CORE,WETH,1162.236948,16671.00928,6824367.855,2871.611322,39918.65076,32566302.19,
22,0x32ce7e48debdccbfe0cd037cc89526e4382cb81b-18557,2020/10/22 2:00,CORE,WETH,893.2855277,13374.91722,5473123.142,2738.770859,41794.67753,34570614.7,
23,0x32ce7e48debdccbfe0cd037cc89526e4382cb81b-18556,2020/10/21 2:00,CORE,WETH,1383.023771,20216.75691,7742862.511,2793.694705,40852.57813,31999318.09,
24,0x32ce7e48debdccbfe0cd037cc89526e4382cb81b-18555,2020/10/20 2:00,CORE,WETH,1548.303738,21822.70345,8091609.202,2820.464966,40261.41196,29616714.48,
25,0x32ce7e48debdccbfe0cd037cc89526e4382cb81b-18554,2020/10/19 2:00,CORE,WETH,1101.556095,16883.29095,6355954.877,2757.408019,41051.57601,31052310.15,
26,0x32ce7e48debdccbfe0cd037cc89526e4382cb81b-18553,2020/10/18 2:00,CORE,WETH,2234.677593,37912.27771,14045058.14,2634.265733,42881.27569,32270833.23,
27,0x32ce7e48debdccbfe0cd037cc89526e4382cb81b-18552,2020/10/17 2:00,CORE,WETH,3275.93135,62641.38478,22951243.19,2390.910969,47058.90185,34505952.55,
28,0x32ce7e48debdccbfe0cd037cc89526e4382cb81b-18551,2020/10/16 2:00,CORE,WETH,2271.038461,37065.43681,13653928.63,2622.262994,42487.57909,31021883.51,
29,0x32ce7e48debdccbfe0cd037cc89526e4382cb81b-18550,2020/10/15 2:00,CORE,WETH,1733.098625,22850.61744,8590052.939,2806.507086,39443.82241,29761104.07,
30,0x32ce7e48debdccbfe0cd037cc89526e4382cb81b-18549,2020/10/14 2:00,CORE,WETH,1387.057559,15877.50987,6010847.205,2979.399001,36768.65454,27738124.55,
31,0x32ce7e48debdccbfe0cd037cc89526e4382cb81b-18548,2020/10/13 2:00,CORE,WETH,1708.363594,20729.66732,7907381.528,3019.338843,36193.8041,27558272.49,
32,0x32ce7e48debdccbfe0cd037cc89526e4382cb81b-18547,2020/10/12 2:00,CORE,WETH,2875.352154,32371.26409,12425638.36,2991.304692,36382.91446,28131513.44,
33,0x32ce7e48debdccbfe0cd037cc89526e4382cb81b-18546,2020/10/11 2:00,CORE,WETH,2346.622985,23860.58722,8870772.745,3259.505972,33242.61864,24778993.95,
34,0x32ce7e48debdccbfe0cd037cc89526e4382cb81b-18545,2020/10/10 2:00,CORE,WETH,4073.324943,44982.59762,16747058.06,3307.073713,32657.31946,24198773.13,
35,0x32ce7e48debdccbfe0cd037cc89526e4382cb81b-18544,2020/10/9 2:00,CORE,WETH,2852.434093,42244.99241,15097490.8,2959.898743,36193.30428,26376200.46,
36,0x32ce7e48debdccbfe0cd037cc89526e4382cb81b-18543,2020/10/8 2:00,CORE,WETH,4228.056192,59974.25237,20604163.85,2641.680733,40322.98538,28230935.63,
37,0x32ce7e48debdccbfe0cd037cc89526e4382cb81b-18542,2020/10/7 2:00,CORE,WETH,6127.447827,83555.28527,28245600.14,2906.308184,36412.20193,24803635.64,
38,0x32ce7e48debdccbfe0cd037cc89526e4382cb81b-18541,2020/10/6 2:00,CORE,WETH,6788.994412,114500.6242,39558721.3,2661.327624,39065.81535,26429793.94,
39,0x32ce7e48debdccbfe0cd037cc89526e4382cb81b-18540,2020/10/5 2:00,CORE,WETH,4072.689888,80425.3827,28250884.62,2347.395915,43611.41522,30695736.99,
40,0x32ce7e48debdccbfe0cd037cc89526e4382cb81b-18539,2020/10/4 2:00,CORE,WETH,7676.555394,152886.0115,53082487.98,2262.339102,43312.20615,30408694.62,
41,0x32ce7e48debdccbfe0cd037cc89526e4382cb81b-18538,2020/10/3 2:00,CORE,WETH,5784.908688,138257.6228,47864704.03,1978.842916,46641.60867,32320096.97,
42,0x32ce7e48debdccbfe0cd037cc89526e4382cb81b-18537,2020/10/2 2:00,CORE,WETH,13624.2265,221846.5679,76392751.98,1970.089259,40886.72119,28154034.44,
43,0x32ce7e48debdccbfe0cd037cc89526e4382cb81b-18536,2020/10/1 2:00,CORE,WETH,7168.503994,70101.28104,24975567.66,2413.81451,29853.49655,20959412.71,
44,0x32ce7e48debdccbfe0cd037cc89526e4382cb81b-18535,2020/9/30 2:00,CORE,WETH,5438.815748,40799.32503,14508618.05,2839.788198,24644.14764,17680615.94,
45,0x32ce7e48debdccbfe0cd037cc89526e4382cb81b-18534,2020/9/29 2:00,CORE,WETH,7416.746727,51157.51101,18057775.19,3131.415909,21811.61395,15623686.34,
46,0x32ce7e48debdccbfe0cd037cc89526e4382cb81b-18533,2020/9/28 2:00,CORE,WETH,11850.98242,93416.27085,33546917.18,3279.56188,20513.04851,14486382.58,
47,0x32ce7e48debdccbfe0cd037cc89526e4382cb81b-18532,2020/9/27 2:00,CORE,WETH,45563.01997,262111.3901,93284631.57,2658.71698,23710.1398,16830147.55,
48,0x32ce7e48debdccbfe0cd037cc89526e4382cb81b-18531,2020/9/26 2:00,CORE,WETH,27359.07211,44970.38842,15852456.51,3734.405551,11925.70082,8422477.792,
,id,date,token0,token1,dailyVolumeToken0,dailyVolumeToken1,dailyVolumeUSD,reserve0,reserve1,reserveUSD,
0,0xa478c2975ab1ea89e8196811f51a7b7ade33eb11-18579,2020/11/13 1:00,DAI,WETH,17145336.33,36996.44714,17236511.2,197510170.3,422002.7846," 397,510,261.45 ",
1,0xa478c2975ab1ea89e8196811f51a7b7ade33eb11-18578,2020/11/12 1:00,DAI,WETH,20065866.96,43888.30178,20169981.83,195231428.1,424902.9781,392680562.9,
2,0xa478c2975ab1ea89e8196811f51a7b7ade33eb11-18577,2020/11/11 1:00,DAI,WETH,19962391.86,43345.63251,20086638.34,192079756.4,416661.6705,386471540.6,
3,0xa478c2975ab1ea89e8196811f51a7b7ade33eb11-18576,2020/11/10 1:00,DAI,WETH,17403255.35,39154.33565,17502854.21,188818804.6,421584.3835,379662633.4,
4,0xa478c2975ab1ea89e8196811f51a7b7ade33eb11-18575,2020/11/9 1:00,DAI,WETH,25712870.27,57588.01145,25822897.67,187449923.3,425475.2888,377250249.6,
5,0xa478c2975ab1ea89e8196811f51a7b7ade33eb11-18574,2020/11/8 1:00,DAI,WETH,21818750.38,49214.27429,21934039.4,187599143.7,415237.7089,377555884.3,
6,0xa478c2975ab1ea89e8196811f51a7b7ade33eb11-18573,2020/11/7 1:00,DAI,WETH,36848809.98,82988.02981,37099846.01,178906629.1,413296.2185,360144962.5,
7,0xa478c2975ab1ea89e8196811f51a7b7ade33eb11-18572,2020/11/6 1:00,DAI,WETH,36231159.29,83607.58376,36479125.44,186311326.8,411855.3313,374813922.6,
8,0xa478c2975ab1ea89e8196811f51a7b7ade33eb11-18571,2020/11/5 1:00,DAI,WETH,29282323.11,72519.59985,29462187.08,196658696.5,476844.7374,395509902.1,
9,0xa478c2975ab1ea89e8196811f51a7b7ade33eb11-18570,2020/11/4 1:00,DAI,WETH,21938116.96,56366.12799,22082515.92,194937768.2,489425.7395,392228157.8,
10,0xa478c2975ab1ea89e8196811f51a7b7ade33eb11-18569,2020/11/3 1:00,DAI,WETH,19333346.3,51420.98455,19476044.42,184593893.9,479459.9449,371291089.9,
11,0xa478c2975ab1ea89e8196811f51a7b7ade33eb11-18568,2020/11/2 1:00,DAI,WETH,15194349.44,39290.14797,15307760.09,182649099.9,481026.8871,368014636.7,
12,0xa478c2975ab1ea89e8196811f51a7b7ade33eb11-18567,2020/11/1 1:00,DAI,WETH,11567556.56,30061.80579,11661227.77,184709175.1,472124.3556,372428901.2,
13,0xa478c2975ab1ea89e8196811f51a7b7ade33eb11-18566,2020/10/31 1:00,DAI,WETH,13885626.32,36208.47574,13989040.18,184849149.7,482078.2777,372061764.1,
14,0xa478c2975ab1ea89e8196811f51a7b7ade33eb11-18565,2020/10/30 1:00,DAI,WETH,20275577.91,53662.60978,20418104.26,183855589.4,483495.5634,370442656.1,
15,0xa478c2975ab1ea89e8196811f51a7b7ade33eb11-18564,2020/10/29 1:00,DAI,WETH,18757311.25,38788.09868,16960489.84,185000835.4,483210.7767,372217766.7,
16,0xa478c2975ab1ea89e8196811f51a7b7ade33eb11-18563,2020/10/28 1:00,DAI,WETH,28513946.5,73446.83874,28702148.24,191823529.5,498297.7334,386031051,
17,0xa478c2975ab1ea89e8196811f51a7b7ade33eb11-18562,2020/10/27 1:00,DAI,WETH,18034467.76,45583.7178,18171128.09,195483102.7,487734.5951,393479059.3,
18,0xa478c2975ab1ea89e8196811f51a7b7ade33eb11-18561,2020/10/26 1:00,DAI,WETH,31634336.29,79362.24741,31850482.98,200798377.2,513823.5582,403924527.9,
19,0xa478c2975ab1ea89e8196811f51a7b7ade33eb11-18560,2020/10/25 2:00,DAI,WETH,8955548.425,21997.64222,8990796.324,215481970.7,533278.4559,432395842.1,
20,0xa478c2975ab1ea89e8196811f51a7b7ade33eb11-18559,2020/10/24 2:00,DAI,WETH,10137071.67,24734.2143,10184752.91,216509001,530110.5975,435317156.2,
21,0xa478c2975ab1ea89e8196811f51a7b7ade33eb11-18558,2020/10/23 2:00,DAI,WETH,17498931.31,42916.70641,17599842.24,214912884.5,530217.2034,432572804.8,
22,0xa478c2975ab1ea89e8196811f51a7b7ade33eb11-18557,2020/10/22 2:00,DAI,WETH,21556002.16,53404.75607,21689808.22,214865167.2,521987.8873,431764296.9,
23,0xa478c2975ab1ea89e8196811f51a7b7ade33eb11-18556,2020/10/21 2:00,DAI,WETH,26070569.52,67994.55022,26228380.13,210618243.4,541128.4853,423735195,
24,0xa478c2975ab1ea89e8196811f51a7b7ade33eb11-18555,2020/10/20 2:00,DAI,WETH,12047079.49,32618.72235,12110601.2,204591929.3,558972.1833,411207002,
25,0xa478c2975ab1ea89e8196811f51a7b7ade33eb11-18554,2020/10/19 2:00,DAI,WETH,10937418.82,29202.9151,11007837.82,207081991.3,551559.9545,417221981.8,
26,0xa478c2975ab1ea89e8196811f51a7b7ade33eb11-18553,2020/10/18 2:00,DAI,WETH,7106482.836,19205.37963,7149419.25,205934467.3,550128.3729,414091104.8,
27,0xa478c2975ab1ea89e8196811f51a7b7ade33eb11-18552,2020/10/17 2:00,DAI,WETH,7305162.687,20055.10364,7348998.241,201102750.4,551602.2582,404447073.2,
