,id,date,token0,token1,dailyVolumeToken0,dailyVolumeToken1,dailyVolumeUSD,reserve0,reserve1,reserveUSD
0,0x32ce7e48debdccbfe0cd037cc89526e4382cb81b-18579,2020-11-13 01:00:00,CORE,WETH,232.559795283897596051,2002.772212983773331784,933047.5533488173352697536379286253,3713.576635921766111941,31746.384869830959053374,29902728.31297324643178043231248717
1,0x32ce7e48debdccbfe0cd037cc89526e4382cb81b-18578,2020-11-12 01:00:00,CORE,WETH,544.872288475183887539,4642.035229366553273473,2126811.475759002813793020994198292,3708.862330469629343564,31771.356256402930791105,29356792.1287821323149893022073499
2,0x32ce7e48debdccbfe0cd037cc89526e4382cb81b-18577,2020-11-11 01:00:00,CORE,WETH,980.223466233677601133,8533.223654252954206833,3955332.733638160092523533509927422,3669.958965569784323272,32078.640031244819397329,29756763.36822207918536255526575732
3,0x32ce7e48debdccbfe0cd037cc89526e4382cb81b-18576,2020-11-10 01:00:00,CORE,WETH,357.635925646457293982,2828.410184064111728853,1267710.586814542534433436796535973,3812.345354923668352028,30852.627578223983584723,27784686.27471882136212159526914876
4,0x32ce7e48debdccbfe0cd037cc89526e4382cb81b-18575,2020-11-09 01:00:00,CORE,WETH,252.870655783666279556,2034.751255271087777138,907852.8873362476774194040779645773,3832.978494695894855309,30672.093002560231703595,27195851.79083408560103178114339193
5,0x32ce7e48debdccbfe0cd037cc89526e4382cb81b-18574,2020-11-08 01:00:00,CORE,WETH,211.48164241304322155,1728.758777450647599919,773476.1469983716195421228570731595,3780.90500011494006658,31087.9029948484942825,28270399.48192452785856748672594269
6,0x32ce7e48debdccbfe0cd037cc89526e4382cb81b-18573,2020-11-07 01:00:00,CORE,WETH,1420.429748920141049237,11699.408532294678531816,5275082.621539698023928138558146687,3794.049038370949250529,30972.387084062601326575,26989271.38991559783478924257890755
7,0x32ce7e48debdccbfe0cd037cc89526e4382cb81b-18572,2020-11-06 01:00:00,CORE,WETH,375.584435923778697299,2902.895703906748754847,1271370.430535462576626181337494617,3899.792215233354021568,30095.828384273494241714,27440364.53653100323863896029258851
8,0x32ce7e48debdccbfe0cd037cc89526e4382cb81b-18571,2020-11-05 01:00:00,CORE,WETH,483.653994696107663842,3672.108778499705413856,1498987.907851657013057387854691885,3845.236647735639261282,30510.764346392042020913,25306144.5986362652638254273008325
9,0x32ce7e48debdccbfe0cd037cc89526e4382cb81b-18570,2020-11-04 01:00:00,CORE,WETH,1021.383967080599495708,7884.479992565063565559,3045792.526022532843470781209486835,3941.434756401876301833,29754.899341272430431304,23844440.22532061974555864639615901
10,0x32ce7e48debdccbfe0cd037cc89526e4382cb81b-18569,2020-11-03 01:00:00,CORE,WETH,1009.107985705771906128,8587.075799555357591663,3245232.014569060252653317960521543,3715.725575581310872976,31531.000189196563856102,24413452.5131039838955874181279872
11,0x32ce7e48debdccbfe0cd037cc89526e4382cb81b-18568,2020-11-02 01:00:00,CORE,WETH,634.394565694824707531,5681.149767453599264278,2220861.327590831068762061930301679,3623.61627746119518555,32298.884310592974451829,24710616.07366025480428880827617712
12,0x32ce7e48debdccbfe0cd037cc89526e4382cb81b-18567,2020-11-01 01:00:00,CORE,WETH,1492.24007997076760882,13234.285590867334367729,5166035.970693604024638180446263661,3551.310402063395146381,32902.06398964467543158,25949501.32541451525244722465916583
13,0x32ce7e48debdccbfe0cd037cc89526e4382cb81b-18566,2020-10-31 01:00:00,CORE,WETH,2397.924146124031900721,24195.425881098845084014,9306246.663329434829740606634207345,3655.910512570484212769,31914.567840238934057573,24631457.87709160194171692175086068
14,0x32ce7e48debdccbfe0cd037cc89526e4382cb81b-18565,2020-10-30 01:00:00,CORE,WETH,3537.197424294067766532,33428.544253587989478094,12785072.46912300597922577143136708,3212.55294677814898462,36229.716766257345803944,27760630.43806526326980320103233088
15,0x32ce7e48debdccbfe0cd037cc89526e4382cb81b-18564,2020-10-29 01:00:00,CORE,WETH,2008.987097262122948399,18980.23731646098400473,7381381.770919106468572353503223867,3503.148664120602481599,33111.055690732562737634,25506166.83444217028560231414633638
16,0x32ce7e48debdccbfe0cd037cc89526e4382cb81b-18563,2020-10-28 01:00:00,CORE,WETH,2122.546735117933181568,20368.323213957680270625,7899591.239288215089479048188398855,3452.748920048780896229,33520.17363404279011566,25977248.25880754203192807143546978
17,0x32ce7e48debdccbfe0cd037cc89526e4382cb81b-18562,2020-10-27 01:00:00,CORE,WETH,784.735849190686819723,8424.75269702244318368,3355021.533790762440874150366661665,3335.389039429580215824,34632.967363811120214178,27935728.81487805491207974960501675
18,0x32ce7e48debdccbfe0cd037cc89526e4382cb81b-18561,2020-10-26 01:00:00,CORE,WETH,1425.563479318742174406,14996.475396365142495222,6006526.15721692820886246772186842,3310.897357692036841207,34856.553708304699572864,27404830.75094994777083142313300092
19,0x32ce7e48debdccbfe0cd037cc89526e4382cb81b-18560,2020-10-25 02:00:00,CORE,WETH,2334.463419195282050404,27572.714817103724477212,11289160.14663631569085050019136218,3242.672819733946315022,35528.33546121026781317,28807480.53677519304982606530126916
20,0x32ce7e48debdccbfe0cd037cc89526e4382cb81b-18559,2020-10-24 02:00:00,CORE,WETH,1178.696266741427611761,15988.91079447037645508,6570224.575745579760960619039278443,2976.072570966193343063,38570.895283100781699323,31673674.58326007803564205919974976
21,0x32ce7e48debdccbfe0cd037cc89526e4382cb81b-18558,2020-10-23 02:00:00,CORE,WETH,1162.236947501141958882,16671.009279090178390546,6824367.854964161411140558603926156,2871.611321912127164921,39918.650762155522942639,32566302.18520980756770362095929705
